"","TCGA-3L-AA1B-01A","TCGA-A6-6653-01A","TCGA-AA-3530-01A","TCGA-AA-3556-01A","TCGA-AA-3858-01A","TCGA-AA-A00D-01A","TCGA-AY-A71X-01A","TCGA-AZ-6599-01A","TCGA-CM-6676-01A","TCGA-D5-6530-01A","TCGA-A6-2678-11A","TCGA-A6-2680-11A","TCGA-A6-5665-11A","TCGA-AA-3511-11A","TCGA-AA-3522-11A","TCGA-AA-3655-11A","TCGA-AA-3660-11A","TCGA-AA-3712-11A","TCGA-AZ-6599-11A","TCGA-AZ-6603-11A"
"ENSG00000248099.4","19","13","3","1","13","13","34","23","7","18","23","40","27","26","24","15","12","67","26","7"
"ENSG00000248100.2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"ENSG00000248101.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248103.1","2","1","0","0","0","0","1","0","18","0","0","1","1","2","2","0","0","0","1","3"
"ENSG00000248104.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248105.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248106.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248107.2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"ENSG00000248109.3","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","4"
"ENSG00000248112.1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000248113.2","2","1","1","0","2","2","0","0","1","1","0","0","2","1","2","0","0","0","4","4"
"ENSG00000248114.1","1","0","0","0","0","0","0","0","0","0","1","0","5","0","1","0","0","1","2","0"
"ENSG00000248115.1","2","0","0","1","1","1","5","1","2","0","0","1","1","1","1","0","2","0","0","0"
"ENSG00000248117.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248118.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248120.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248121.8","5","9","1","4","4","2","4","9","1","0","4","3","1","2","3","4","5","9","7","0"
"ENSG00000248122.1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248124.8","861","64","385","80","107","103","1146","553","359","180","249","134","124","275","259","170","141","360","335","256"
"ENSG00000248125.2","4","1","6","0","1","0","2","0","2","1","0","7","1","0","0","1","1","1","1","1"
"ENSG00000248126.1","5","0","0","2","0","1","6","1","3","2","13","8","3","3","3","5","2","6","2","7"
"ENSG00000248127.1","45","0","2","0","1","0","6","2","0","0","3","0","1","3","1","7","4","2","4","3"
"ENSG00000248128.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248131.6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248132.3","3","0","2","1","0","0","0","1","0","0","0","0","0","0","0","2","1","1","1","0"
"ENSG00000248133.1","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ENSG00000248134.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248136.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248137.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248138.5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ENSG00000248139.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248143.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248144.6","185","2","1149","443","596","6","1631","1170","481","626","26793","9890","18884","16918","50229","15799","15492","10233","20773","2759"
"ENSG00000248145.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248148.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248150.1","1","0","0","0","0","0","0","0","1","3","0","4","5","3","2","0","0","2","0","0"
"ENSG00000248152.2","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","1","0","0","0","2"
"ENSG00000248155.1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000248156.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248159.1","1","1","3","2","2","4","0","2","2","1","3","0","0","1","4","1","2","4","7","7"
"ENSG00000248160.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248161.5","22","4","10","17","8","9","46","40","27","25","61","10","21","20","66","39","54","27","35","19"
"ENSG00000248162.1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248165.1","0","0","0","0","0","1","5","0","1","0","1","1","0","2","1","0","0","0","2","0"
"ENSG00000248167.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248170.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248172.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000248174.6","0","1","0","1","0","0","0","1","1","0","38","51","8","9","6","35","5","1","15","49"
"ENSG00000248176.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248180.1","5","3","2","6","5","9","2","2","5","2","7","15","1","3","10","1","0","8","10","2"
"ENSG00000248184.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248185.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248187.1","5","1","0","0","2","2","0","0","4","3","2","0","0","0","4","0","2","0","4","0"
"ENSG00000248188.2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","1","0","1"
"ENSG00000248191.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248192.1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248195.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248196.1","2","0","0","2","0","0","2","2","0","2","4","2","3","5","4","1","3","11","4","0"
"ENSG00000248197.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248199.2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248200.2","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","1","1","7","1","0"
"ENSG00000248202.2","3","0","1","0","0","0","1","0","0","0","0","4","0","0","2","3","2","0","1","0"
"ENSG00000248203.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000248205.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248206.2","2","1","8","1","2","0","1","0","0","1","3","0","1","1","2","0","1","3","2","0"
"ENSG00000248208.1","1","0","4","2","2","9","2","0","0","2","1","2","1","2","0","1","1","2","4","2"
"ENSG00000248209.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248210.2","0","2","0","0","0","0","0","0","0","0","1","1","6","2","3","1","0","2","5","0"
"ENSG00000248211.1","2","7","4","2","8","1","14","1","5","3","60","31","35","47","54","28","30","39","48","23"
"ENSG00000248213.3","14","7","2","1","1","1","20","2","1","18","18","6","5","14","8","5","1","15","4","4"
"ENSG00000248215.6","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"ENSG00000248216.1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0"
"ENSG00000248221.1","0","0","1","0","0","2","1","0","1","0","0","0","3","0","0","0","0","2","1","0"
"ENSG00000248222.5","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","2"
"ENSG00000248223.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248227.1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1"
"ENSG00000248228.2","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","3"
"ENSG00000248229.1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0"
"ENSG00000248231.1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","3","0"
"ENSG00000248234.1","0","0","0","0","8","5","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"ENSG00000248235.6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248236.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248237.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248238.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248240.1","4","0","1","1","0","0","7","6","5","2","0","0","0","0","3","0","1","4","1","6"
"ENSG00000248242.1","0","0","0","0","0","0","0","5","1","0","0","0","0","1","0","0","5","1","1","3"
"ENSG00000248243.1","36","58","15","16","11","16","81","97","5","67","13","8","6","31","35","44","35","37","32","23"
"ENSG00000248245.1","4","0","0","1","0","2","1","2","1","0","0","1","0","0","0","2","0","0","0","0"
"ENSG00000248249.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248254.1","2","1","4","0","0","0","2","0","3","3","1","4","0","1","3","0","1","3","2","2"
"ENSG00000248256.1","8","0","9","2","0","3","14","8","9","3","7","2","5","0","3","5","4","0","11","6"
"ENSG00000248257.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"ENSG00000248259.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248261.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248262.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248265.2","3","1","1","3","2","0","25","6","12","0","0","3","7","0","8","2","2","2","2","3"
"ENSG00000248266.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248268.1","0","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","1","1","1","0"
"ENSG00000248271.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248275.2","171","124","71","191","106","130","323","446","333","211","566","405","196","513","535","783","513","302","353","202"
"ENSG00000248278.1","9","77","1","5","4","1","13","5","26","72","11","15","4","11","14","15","13","7","9","8"
"ENSG00000248279.5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248281.1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000248282.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248283.2","0","0","0","0","0","0","2","2","0","0","0","0","3","0","1","2","0","1","0","0"
"ENSG00000248285.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248286.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248287.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ENSG00000248288.1","1","1","0","1","0","0","1","0","0","1","1","1","0","0","0","0","0","3","2","0"
"ENSG00000248290.1","8","1","2","0","0","0","0","0","3","1","1","11","0","6","2","0","1","0","5","14"
"ENSG00000248293.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248295.2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"ENSG00000248296.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248300.1","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","1","2","0","1"
"ENSG00000248302.3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248305.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000248307.6","0","1","0","2","0","0","0","2","14","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000248308.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248309.7","9","2","2","1","0","4","6","4","24","2","40","34","14","46","37","59","20","22","30","78"
"ENSG00000248311.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248313.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248315.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248317.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248318.1","3","1","3","2","0","4","5","12","7","0","3","4","3","1","7","2","1","5","4","1"
"ENSG00000248319.2","0","0","0","0","0","1","0","0","5","0","1","0","1","0","0","0","0","0","1","0"
"ENSG00000248320.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248322.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248323.7","42","22","4","138","8","43","235","12","29","45","5","9","9","6","2","2","1","3","8","21"
"ENSG00000248327.1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","1","0","2","0","1"
"ENSG00000248328.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000248329.6","63","6","5","10","5","3","2","0","28","3","2","2","1","1","5","2","0","1","1","0"
"ENSG00000248330.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248332.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000248333.9","1899","2025","523","749","223","809","3389","1712","1516","2098","1324","2985","1528","2122","2774","1373","1089","1802","1819","1842"
"ENSG00000248334.6","16","1","2","2","1","10","17","2","24","7","24","24","20","27","17","45","20","24","31","62"
"ENSG00000248335.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000248336.1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248337.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248338.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248339.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248340.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248343.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248346.1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"ENSG00000248347.3","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248349.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248350.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000248351.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248355.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248356.1","4","1","3","0","0","1","7","2","3","3","8","1","7","0","3","1","3","15","5","3"
"ENSG00000248358.2","1","1","0","0","0","0","0","0","0","0","2","0","0","1","0","4","0","0","0","1"
"ENSG00000248359.2","111","0","2","0","2","6","1","6","20","0","6","1","6","2","2","10","5","4","2","0"
"ENSG00000248360.7","3","0","0","0","0","0","0","0","0","2","1","0","4","0","3","1","0","0","1","6"
"ENSG00000248362.1","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248363.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248364.1","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"ENSG00000248365.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
