"","TCGA-A2-A0CQ-01A","TCGA-A2-A259-01A","TCGA-A7-A0CD-01A","TCGA-AN-A0FF-01A","TCGA-AR-A2LE-01A","TCGA-B6-A0IP-01A","TCGA-BH-A0B0-01A","TCGA-E2-A1IO-01A","TCGA-E9-A1R4-01A","TCGA-LD-A9QF-01A","TCGA-BH-A0BQ-11A","TCGA-BH-A0BS-11A","TCGA-BH-A0DO-11A","TCGA-BH-A0E0-11A","TCGA-BH-A0H9-11A","TCGA-BH-A1FH-11B","TCGA-E2-A1BC-11A","TCGA-E2-A1IG-11A","TCGA-E2-A1L7-11A","TCGA-E9-A1NA-11A","TCGA-E9-A1NG-11A"
"ENSG00000256966.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000256967.1","56","35","26","27","15","65","38","89","24","48","37","36","43","20","3","17","7","39","48","57","28"
"ENSG00000256968.1","116","25","46","70","22","52","30","25","15","23","24","32","30","24","12","16","6","9","22","16","24"
"ENSG00000256969.2","1","0","0","1","1","9","46","1","0","8","5","1","0","0","0","2","0","0","12","1","3"
"ENSG00000256971.2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000256972.1","9","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"ENSG00000256973.1","52","26","51","14","63","32","19","22","8","10","17","20","48","8","4","9","8","15","17","12","13"
"ENSG00000256975.1","0","1","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","1","1","1","0"
"ENSG00000256977.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000256980.5","2","0","0","1","0","0","0","0","0","2","0","2","1","3","0","0","0","0","0","0","0"
"ENSG00000256981.1","3","2","4","2","3","0","1","1","0","0","0","5","0","0","1","1","0","0","2","1","1"
"ENSG00000256982.2","4","6","7","7","7","1","0","2","10","2","9","3","3","4","0","0","0","0","3","1","0"
"ENSG00000256984.2","0","0","0","0","0","1","0","0","0","3","0","0","5","3","0","4","1","1","3","3","2"
"ENSG00000256986.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000256987.1","2","0","0","1","0","1","5","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000256988.2","2","6","0","19","4","7","6","19","3","3","5","8","6","0","4","15","8","5","10","4","11"
"ENSG00000256994.2","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000256995.8","158","0","0","0","1","1","0","10","0","2","0","1","5","0","1","1","9","0","0","0","2"
"ENSG00000257000.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257002.1","68","30","1","13","1","9","23","2","17","7","12","58","28","36","1","18","2","9","25","13","1"
"ENSG00000257004.1","2","0","0","0","0","1","0","2","2","2","0","0","1","0","1","0","0","0","0","0","0"
"ENSG00000257005.1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"ENSG00000257008.6","2","23","1","0","11","1","1","1","1","5","8","0","8","2","4","1","1","6","26","31","5"
"ENSG00000257009.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257012.1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257016.1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","1"
"ENSG00000257017.9","3","41","52","159","3","53","133","25","9","156","64","43","14","16","61","149","2898","25","19","918","144"
"ENSG00000257021.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257022.1","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","0","1","1","2"
"ENSG00000257023.1","8","2","7","3","26","0","3","2","0","2","9","3","4","4","1","3","0","5","4","2","1"
"ENSG00000257025.1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1"
"ENSG00000257027.1","329","291","258","219","243","371","120","554","162","231","341","235","213","128","71","114","64","103","211","158","74"
"ENSG00000257035.1","0","46","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257037.1","0","1","0","0","3","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257038.1","54","47","39","21","33","19","51","44","36","28","54","44","124","25","37","65","37","57","20","79","28"
"ENSG00000257042.1","0","1","0","1","0","0","0","9","0","1","13","0","0","69","0","0","0","0","10","0","1"
"ENSG00000257043.1","2","3","14","5","1","5","1","4","5","2","1","6","6","0","0","3","11","3","3","9","5"
"ENSG00000257045.1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257046.5","3","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","7","2","0","0"
"ENSG00000257048.1","3","3","0","1","3","1","0","4","0","0","3","0","0","0","0","1","0","0","0","1","0"
"ENSG00000257052.1","15","13","29","12","14","21","14","35","15","8","9","26","26","18","27","11","16","9","10","23","16"
"ENSG00000257056.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"ENSG00000257057.3","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000257058.1","18","11","17","4","3","4","12","13","7","8","3","8","10","20","28","10","11","7","12","9","6"
"ENSG00000257060.7","0","2","1","6","0","1","5","7","3","2","41","22","19","3","11","27","2","10","36","61","12"
"ENSG00000257062.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257065.1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","4","1","2","0","1","1","4"
"ENSG00000257067.6","0","0","1","1","0","0","0","2","0","2","0","0","1","0","0","0","0","0","0","1","0"
"ENSG00000257069.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257070.1","5","1","0","0","0","0","2","0","0","0","0","2","2","6","0","0","2","0","0","0","0"
"ENSG00000257074.3","3","6","14","1","10","3","1","1","2","1","3","6","1","4","2","3","5","3","2","2","4"
"ENSG00000257075.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ENSG00000257078.1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257083.7","1","0","0","2","1","1","0","0","0","0","0","1","0","0","0","3","0","1","0","0","0"
"ENSG00000257084.1","726","184","234","81","137","189","425","60","38","96","93","178","118","243","0","73","1","29","113","55","22"
"ENSG00000257086.1","43","25","20","17","29","18","8","12","55","15","1","3","8","2","4","8","3","3","13","16","4"
"ENSG00000257087.1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"ENSG00000257093.7","3687","3875","4458","2428","6386","6125","5101","5395","3362","2159","3501","5054","5845","2397","1180","2430","1104","2601","3501","3795","2379"
"ENSG00000257094.1","0","1","2","1","0","6","0","1","2","1","0","2","1","0","0","0","3","0","7","1","1"
"ENSG00000257095.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257096.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257097.1","0","3","1","5","1","0","0","2","1","1","12","2","4","0","1","2","0","0","1","0","0"
"ENSG00000257101.1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"ENSG00000257103.8","10197","12541","11982","8487","4879","14970","6226","9301","6960","5593","7336","10385","9715","6195","4067","6873","4432","5319","7836","7316","6780"
"ENSG00000257105.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000257108.2","877","437","65","213","54","334","156","552","400","91","64","287","287","97","80","74","43","42","115","109","65"
"ENSG00000257109.3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257113.1","2","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"ENSG00000257114.3","0","3","3","0","0","5","11","2","1","18","0","2","6","1","0","3","2","1","0","4","2"
"ENSG00000257115.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257119.1","1","0","1","0","0","0","0","0","0","2","0","1","0","0","0","1","0","0","0","1","1"
"ENSG00000257120.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000257121.1","0","1","3","2","6","2","0","0","2","0","2","0","1","0","0","0","0","1","0","0","1"
"ENSG00000257122.5","294","348","160","245","151","298","156","178","247","114","176","157","178","140","85","118","75","119","168","130","151"
"ENSG00000257124.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257125.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257126.6","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257127.6","1","4","0","3","2","2","0","2","1","7","2","3","8","0","0","1","0","2","0","5","1"
"ENSG00000257128.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000257129.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257135.7","13","20","13","5","20","20","45","24","15","59","86","62","76","19","38","40","57","64","55","83","51"
"ENSG00000257137.7","1","0","2","1","0","0","0","3","5","2","0","0","1","0","0","0","0","1","0","0","0"
"ENSG00000257138.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257139.1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"ENSG00000257142.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257146.1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0"
"ENSG00000257150.3","86","84","2","24","181","99","90","23","17","1","26","44","65","8","1","19","1","16","21","55","22"
"ENSG00000257155.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257157.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257159.1","2","1","5","1","1","1","0","3","6","1","0","0","1","4","1","0","1","1","0","2","0"
"ENSG00000257162.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257164.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257165.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2"
"ENSG00000257167.2","191","61","174","205","62","164","98","78","279","110","68","63","72","32","15","39","17","45","29","34","21"
"ENSG00000257169.1","1","1","1","2","0","0","0","0","1","0","2","0","0","0","0","1","0","1","1","0","0"
"ENSG00000257171.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257173.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257175.2","0","0","2","0","0","0","0","1","1","0","1","1","1","0","0","0","0","1","0","0","0"
"ENSG00000257176.3","128","270","140","36","84","123","67","83","30","41","146","242","175","83","29","147","35","28","108","57","43"
"ENSG00000257178.5","6","1","163","2","58","1","3","3","3","3","0","10","6","2","6","1","5","2","2","7","1"
"ENSG00000257179.1","6","3","3","11","0","4","5","5","2","0","4","1","2","1","2","3","1","2","1","3","4"
"ENSG00000257180.1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0"
"ENSG00000257181.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257183.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257184.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257185.2","4","0","0","0","0","77","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0"
"ENSG00000257191.1","0","0","0","0","5","0","0","0","3","1","0","1","0","0","0","0","0","0","0","0","0"
"ENSG00000257193.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ENSG00000257194.2","1","6","1","1","3","1","1","1","9","8","2","3","10","0","0","2","0","3","5","2","0"
"ENSG00000257195.1","4","1","3","1","3","4","5","2","2","0","7","5","3","1","0","1","2","4","1","0","0"
"ENSG00000257198.6","0","2","0","0","0","0","0","0","2","1","0","4","0","0","0","0","0","0","6","1","2"
"ENSG00000257199.2","2","2","2","1","1","5","0","0","0","0","0","1","0","1","2","0","1","1","1","1","1"
"ENSG00000257202.1","1","1","2","0","1","1","0","0","3","0","5","1","3","4","11","0","0","0","0","0","0"
"ENSG00000257207.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257210.1","3","1","7","0","1","1","9","2","1","4","0","2","1","1","0","0","4","1","3","0","3"
"ENSG00000257218.6","1108","2144","1558","1336","854","1063","666","840","902","580","1255","1246","1020","562","442","572","624","900","986","936","985"
"ENSG00000257219.6","11","11","21","6","5","9","30","17","7","16","108","25","44","46","93","44","18","31","77","105","44"
"ENSG00000257220.1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257221.4","48","9","2","7","2","9","7","12","14","21","14","7","7","7","2","3","0","3","14","9","5"
"ENSG00000257222.1","14","4","1","1","4","7","6","3","5","5","6","6","8","0","2","6","4","3","8","0","5"
"ENSG00000257224.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257225.1","3","1","0","1","0","2","0","0","1","0","0","1","2","0","1","1","1","0","0","2","0"
"ENSG00000257226.2","5","3","2","2","2","4","7","3","6","12","2","0","1","0","0","1","1","2","0","0","1"
"ENSG00000257228.5","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000257230.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257231.1","0","2","0","1","0","6","0","4","1","0","3","10","7","6","2","7","1","2","9","0","0"
"ENSG00000257235.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257237.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257239.1","2","3","0","3","0","1","0","0","1","0","4","0","0","0","0","1","3","0","0","1","1"
"ENSG00000257241.1","1","1","3","0","2","0","21","2","4","0","3","3","1","1","0","0","0","0","0","0","0"
"ENSG00000257242.8","11","56","185","5","75","19","43","46","56","113","107","112","125","150","15","30","37","31","191","36","26"
"ENSG00000257243.1","10","10","15","7","9","6","0","2","6","4","7","10","15","2","0","3","0","4","8","4","2"
"ENSG00000257246.1","9","4","5","13","3","14","4","6","7","0","17","8","5","6","1","3","1","6","9","2","3"
"ENSG00000257252.6","23","13","4","10","15","8","18","3","6","5","29","12","15","2","12","22","40","34","14","49","39"
"ENSG00000257253.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257254.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257256.1","3","0","4","2","3","4","5","8","1","0","6","0","1","2","0","0","0","0","0","1","4"
"ENSG00000257258.2","14","2","3","2","1","3","0","1","4","5","3","0","3","0","1","0","0","4","4","1","1"
"ENSG00000257259.3","0","2","0","2","3","4","2","3","2","4","13","1","4","0","8","3","66","5","2","4","13"
"ENSG00000257261.6","156","126","179","144","92","71","51","151","412","39","50","171","61","159","57","61","22","60","126","57","92"
"ENSG00000257262.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257264.5","3","0","3","1","3","0","0","1","1","0","0","2","0","0","0","1","0","1","0","0","0"
"ENSG00000257265.1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000257267.3","2165","3020","3708","1846","1911","3015","1641","1807","2111","1002","1607","2338","2066","1699","1224","1399","1031","1486","1808","2305","1829"
"ENSG00000257268.1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257270.1","202","66","53","60","145","262","82","99","38","52","61","59","75","60","15","21","12","38","65","65","36"
"ENSG00000257271.1","0","1","1","0","0","0","0","0","1","1","15","3","6","6","0","4","0","3","7","1","1"
"ENSG00000257272.1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","3","2","1"
"ENSG00000257275.6","1","17","0","0","0","0","1","0","0","0","1","6","1","2","0","1","2","0","0","0","0"
"ENSG00000257277.2","1","0","0","7","0","1","1","2","0","1","1","2","6","0","0","3","5","1","1","0","3"
"ENSG00000257279.1","8","8","6","11","6","4","3","3","4","3","45","8","39","7","2","8","1","7","11","2","7"
"ENSG00000257281.1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","4","1"
"ENSG00000257283.1","1","14","10","7","6","12","2","6","7","1","4","14","12","9","1","10","6","10","5","12","6"
"ENSG00000257284.1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257285.6","141","46","71","48","42","97","50","48","38","15","29","51","48","34","19","15","8","13","24","36","16"
"ENSG00000257286.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257287.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257288.1","0","1","1","2","0","1","0","1","0","1","0","2","1","0","0","0","0","1","0","2","0"
"ENSG00000257289.1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2","0","0"
"ENSG00000257292.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257294.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257296.1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257298.1","24","30","15","28","42","21","36","40","13","6","89","34","66","24","8","38","16","10","50","25","127"
"ENSG00000257300.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000257302.1","7","0","1","0","0","3","0","1","0","0","4","1","0","0","0","0","0","0","0","0","0"
"ENSG00000257303.2","41","26","12","37","32","25","10","27","28","11","20","13","33","28","12","18","15","18","23","27","20"
"ENSG00000257307.1","14","21","20","11","6","21","4","13","10","1","16","14","13","14","1","15","4","16","15","15","8"
"ENSG00000257308.1","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
